,aln,pars.site,tot.sites,pars.site.prop,rf.distance,rf.distance.coll,gc.cont
1146,30248at8782-aln.nexus,336,1461,0.229979466,50,40,0.60961313
1147,30252at8782-aln.nexus,649,1287,0.504273504,46,43,0.461107982
1148,30261at8782-aln.nexus,565,1521,0.371466141,52,44,0.642718914
1149,30293at8782-aln.nexus,939,1758,0.534129693,96,86,0.447998134
1150,30321at8782-aln.nexus,609,1539,0.395711501,62,53,0.488624526
1151,30323at8782-aln.nexus,484,1740,0.27816092,48,41,0.449232071
1152,30329at8782-aln.nexus,533,1245,0.42811245,30,27,0.428677919
1153,30365at8782-aln.nexus,1210,2598,0.465742879,56,52,0.535177979
1154,30371at8782-aln.nexus,921,2184,0.421703297,50,45,0.601633599
1155,30376at8782-aln.nexus,506,1137,0.445030783,52,54,0.495556832
1156,30381at8782-aln.nexus,508,1659,0.306208559,54,44,0.538613292
1157,30419at8782-aln.nexus,459,1416,0.324152542,44,36,0.583070174
1158,30427at8782-aln.nexus,757,1347,0.561989607,62,51,0.552517373
1159,30428at8782-aln.nexus,1019,2061,0.494420184,38,38,0.582003521
1160,30457at8782-aln.nexus,592,3180,0.186163522,78,65,0.523478111
1161,30473at8782-aln.nexus,375,1086,0.345303867,42,35,0.593461543
1162,30474at8782-aln.nexus,649,1281,0.506635441,72,60,0.473836022
1163,30476at8782-aln.nexus,955,1782,0.535914703,60,59,0.425204058
1164,30499at8782-aln.nexus,185,963,0.192107996,72,51,0.418475935
1165,3050at8782-aln.nexus,2077,4998,0.415566226,24,24,0.518770815
1166,30520at8782-aln.nexus,220,1071,0.2054155,62,50,0.570865487
1167,30527at8782-aln.nexus,364,1326,0.274509804,88,62,0.472995846
1168,30528at8782-aln.nexus,443,1290,0.343410853,76,64,0.494346933
1169,30560at8782-aln.nexus,661,1740,0.379885057,78,57,0.524783183
1170,30574at8782-aln.nexus,800,2571,0.311162972,80,65,0.618181594
1171,30577at8782-aln.nexus,949,1833,0.517730496,50,44,0.445894679
1172,30582at8782-aln.nexus,716,2151,0.332868433,42,38,0.525958443
1173,30593at8782-aln.nexus,572,1470,0.389115646,60,50,0.49649422
1174,30594at8782-aln.nexus,501,1797,0.278797997,48,41,0.432156582
1175,30599at8782-aln.nexus,587,1428,0.411064426,68,59,0.440417813
1176,30607at8782-aln.nexus,655,1350,0.485185185,44,32,0.442377267
1177,30609at8782-aln.nexus,476,1371,0.347191831,62,51,0.470324353
1178,30615at8782-aln.nexus,642,1374,0.467248908,50,40,0.485743949
1179,30663at8782-aln.nexus,347,1338,0.259342302,68,55,0.59738704
1180,30666at8782-aln.nexus,781,3474,0.224812896,90,67,0.469493404
1181,30668at8782-aln.nexus,1016,4008,0.253493014,54,49,0.526578018
1182,30670at8782-aln.nexus,614,1371,0.447848286,34,32,0.433762425
1183,30679at8782-aln.nexus,762,2004,0.380239521,52,40,0.500797109
1184,30710at8782-aln.nexus,368,1458,0.252400549,54,48,0.500536696
1185,30720at8782-aln.nexus,622,2367,0.26277989,52,47,0.44293922
1186,30751at8782-aln.nexus,1079,2769,0.389671362,64,43,0.411856753
1187,30779at8782-aln.nexus,396,1227,0.322738386,32,33,0.514685315
1188,30824at8782-aln.nexus,1019,2085,0.488729017,40,35,0.450938799
1189,30827at8782-aln.nexus,290,999,0.29029029,52,46,0.51361841
1190,30852at8782-aln.nexus,379,1041,0.364073007,40,43,0.44773758
1191,30867at8782-aln.nexus,684,1953,0.350230415,92,82,0.54473424
1192,3090at8782-aln.nexus,766,3402,0.22516167,54,44,0.496382936
1193,30915at8782-aln.nexus,698,1623,0.430067776,48,51,0.483892944
1194,30948at8782-aln.nexus,504,1374,0.366812227,82,60,0.444092219
1195,30955at8782-aln.nexus,600,1848,0.324675325,88,66,0.455648327
1196,30957at8782-aln.nexus,248,1446,0.171507607,78,56,0.638199476
1197,30992at8782-aln.nexus,464,2085,0.222541966,88,73,0.488222023
1198,31012at8782-aln.nexus,491,1359,0.36129507,34,33,0.502751497
1199,31040at8782-aln.nexus,856,2850,0.300350877,82,61,0.460840556
1200,31065at8782-aln.nexus,392,1341,0.292319165,30,30,0.558778742
1201,31107at8782-aln.nexus,534,1119,0.477211796,56,44,0.578422776
1202,31108at8782-aln.nexus,692,1638,0.422466422,70,65,0.554055706
1203,31114at8782-aln.nexus,839,1689,0.496743635,56,51,0.424742836
1204,31120at8782-aln.nexus,606,1461,0.414784394,38,34,0.474270195
1205,31130at8782-aln.nexus,602,1863,0.323134729,32,28,0.459958561
1206,3113at8782-aln.nexus,1745,5310,0.328625235,56,49,0.504694736
1207,3114at8782-aln.nexus,1443,3963,0.364118092,36,35,0.401673923
1208,31160at8782-aln.nexus,779,1797,0.433500278,64,45,0.552714365
1209,31187at8782-aln.nexus,630,2091,0.301291248,72,54,0.520798468
1210,31207at8782-aln.nexus,1093,2502,0.43685052,94,76,0.522386539
1211,31228at8782-aln.nexus,980,2388,0.41038526,104,85,0.585703997
1212,31247at8782-aln.nexus,420,1308,0.321100917,86,73,0.593380321
1213,31264at8782-aln.nexus,973,3948,0.246453901,54,41,0.60569494
1214,31269at8782-aln.nexus,840,1542,0.544747082,70,63,0.600856208
1215,31271at8782-aln.nexus,958,1860,0.515053763,36,30,0.514587186
1216,31275at8782-aln.nexus,718,1626,0.441574416,56,49,0.602204211
1217,31307at8782-aln.nexus,500,1143,0.437445319,26,19,0.449198402
1218,31312at8782-aln.nexus,637,1428,0.446078431,66,57,0.491700544
1219,31319at8782-aln.nexus,1189,3039,0.391247121,96,77,0.545744464
1220,31333at8782-aln.nexus,513,1227,0.41809291,62,47,0.594796525
1221,31342at8782-aln.nexus,696,1524,0.456692913,72,64,0.502616292
1222,31347at8782-aln.nexus,383,1323,0.289493575,38,35,0.56292761
1223,31374at8782-aln.nexus,595,2130,0.279342723,54,48,0.482488748
1224,31394at8782-aln.nexus,1762,3171,0.555660675,84,79,0.437579319
1225,31395at8782-aln.nexus,465,1437,0.323590814,54,47,0.609592615
1226,31403at8782-aln.nexus,281,1173,0.239556692,58,50,0.511056668
1227,31426at8782-aln.nexus,1197,2343,0.510883483,38,37,0.46770905
1228,31468at8782-aln.nexus,538,1503,0.357950765,58,47,0.645752074
1229,31477at8782-aln.nexus,349,1155,0.302164502,84,62,0.435151841
1230,31526at8782-aln.nexus,672,1530,0.439215686,80,70,0.472901338
1231,31531at8782-aln.nexus,601,1206,0.498341625,46,41,0.408762207
1232,31535at8782-aln.nexus,403,1122,0.359180036,48,46,0.504114513
1233,31536at8782-aln.nexus,456,2028,0.224852071,74,61,0.505566259
1234,3154at8782-aln.nexus,1441,4461,0.323021744,52,48,0.457046488
1235,3159at8782-aln.nexus,1403,4377,0.320539182,52,51,0.427351177
1236,3162at8782-aln.nexus,2026,6255,0.323900879,42,37,0.428654896
1237,31640at8782-aln.nexus,806,1716,0.46969697,62,61,0.496290819
1238,31648at8782-aln.nexus,446,1203,0.370739817,42,32,0.506886465
1239,31667at8782-aln.nexus,568,1404,0.404558405,66,62,0.467711006
1240,31740at8782-aln.nexus,544,1470,0.370068027,66,54,0.409485114
1241,31784at8782-aln.nexus,364,936,0.388888889,42,32,0.5166387
1242,31800at8782-aln.nexus,460,1233,0.373073804,58,46,0.467905082
1243,31808at8782-aln.nexus,892,3393,0.262894194,56,50,0.443896851
1244,31838at8782-aln.nexus,545,1143,0.476815398,60,45,0.529304083
1245,31856at8782-aln.nexus,360,1164,0.309278351,40,34,0.494111712
1246,31870at8782-aln.nexus,1157,2610,0.443295019,108,87,0.558449199
1247,31878at8782-aln.nexus,1048,2565,0.408576998,52,52,0.474820635
1248,31891at8782-aln.nexus,658,2202,0.298819255,86,72,0.474201805
1249,31906at8782-aln.nexus,613,1692,0.362293144,64,56,0.613422208
1250,31920at8782-aln.nexus,620,1110,0.558558559,56,40,0.511471384
1251,31979at8782-aln.nexus,256,1095,0.233789954,50,43,0.478209732
1252,32024at8782-aln.nexus,535,1323,0.404383976,48,41,0.582762518
1253,32029at8782-aln.nexus,652,1731,0.37666089,74,63,0.453294303
1254,32035at8782-aln.nexus,322,1203,0.267664173,44,38,0.538274369
1255,32038at8782-aln.nexus,895,1830,0.489071038,90,86,0.484474764
1256,32064at8782-aln.nexus,638,2247,0.283934134,92,73,0.516120677
1257,32068at8782-aln.nexus,527,1509,0.349237906,86,80,0.446063778
1258,32078at8782-aln.nexus,859,1377,0.623819898,60,54,0.575668879
1259,32118at8782-aln.nexus,664,2667,0.248968879,68,54,0.549864796
1260,3211at8782-aln.nexus,1538,4512,0.340868794,76,66,0.460528182
1261,32123at8782-aln.nexus,2466,5376,0.458705357,82,77,0.484896062
1262,32135at8782-aln.nexus,866,1638,0.528693529,68,57,0.611495524
1263,32155at8782-aln.nexus,469,1167,0.401885176,42,38,0.439142091
1264,32157at8782-aln.nexus,1010,2184,0.462454212,54,47,0.507301013
1265,32190at8782-aln.nexus,336,1374,0.244541485,48,41,0.456301202
1266,32209at8782-aln.nexus,723,1539,0.469785575,48,41,0.497211305
1267,3220at8782-aln.nexus,1098,3741,0.293504411,24,25,0.526384856
1268,32217at8782-aln.nexus,1295,2811,0.460690146,78,71,0.471092566
1269,32239at8782-aln.nexus,557,2778,0.20050396,54,46,0.552554892
1270,32280at8782-aln.nexus,390,1197,0.325814536,66,51,0.495224333
1271,32281at8782-aln.nexus,546,1338,0.408071749,56,51,0.453706983
1272,32284at8782-aln.nexus,275,1017,0.270403147,44,33,0.448329199
1273,32341at8782-aln.nexus,840,1722,0.487804878,80,67,0.505090764
1274,32347at8782-aln.nexus,1053,2106,0.5,40,33,0.409819699
1275,32354at8782-aln.nexus,664,1446,0.459197787,46,40,0.638091197
1276,32376at8782-aln.nexus,1517,2580,0.587984496,70,60,0.414676264
1277,32391at8782-aln.nexus,416,954,0.4360587,34,28,0.423007316
1278,32394at8782-aln.nexus,350,1236,0.283171521,54,44,0.602159815
1279,32397at8782-aln.nexus,454,1044,0.4348659,48,39,0.430955465
1280,32407at8782-aln.nexus,272,1107,0.245709124,58,45,0.614874985
1281,32411at8782-aln.nexus,487,1602,0.303995006,46,36,0.562623884
1282,32412at8782-aln.nexus,378,1437,0.263048017,60,49,0.500917499
1283,32434at8782-aln.nexus,502,2241,0.22400714,92,81,0.438014262
1284,32470at8782-aln.nexus,560,1500,0.373333333,40,35,0.396777803
1285,32494at8782-aln.nexus,293,1566,0.187100894,62,55,0.457968757
1286,32503at8782-aln.nexus,568,1332,0.426426426,68,56,0.602187582
1287,32514at8782-aln.nexus,384,1194,0.32160804,36,31,0.412920211
1288,3251at8782-aln.nexus,1728,4530,0.381456954,66,58,0.446158485
1289,32524at8782-aln.nexus,623,1500,0.415333333,76,64,0.456317456
1290,3252at8782-aln.nexus,2829,5694,0.496838778,82,72,0.53543687
1291,32573at8782-aln.nexus,256,1437,0.178148921,90,59,0.472798106
1292,32604at8782-aln.nexus,563,1677,0.335718545,72,56,0.430327572
1293,32605at8782-aln.nexus,937,2775,0.337657658,72,63,0.449916031
1294,32616at8782-aln.nexus,845,1824,0.463267544,34,35,0.498826268
1295,32623at8782-aln.nexus,188,891,0.210998878,58,50,0.500246199
1296,32641at8782-aln.nexus,387,1206,0.320895522,46,36,0.465678659
1297,32689at8782-aln.nexus,220,1308,0.168195719,42,35,0.546374135
1298,32690at8782-aln.nexus,341,1110,0.307207207,44,39,0.552766798
1299,32715at8782-aln.nexus,255,1110,0.22972973,40,34,0.484317115
1300,32717at8782-aln.nexus,432,1071,0.403361345,30,27,0.398165212
1301,32784at8782-aln.nexus,359,1185,0.302953586,56,45,0.506142645
1302,32788at8782-aln.nexus,1304,3051,0.427400852,82,51,0.442015119
1303,32853at8782-aln.nexus,637,1560,0.408333333,64,52,0.511738695
1304,32855at8782-aln.nexus,412,1449,0.284334023,66,50,0.587025284
1305,32919at8782-aln.nexus,682,1605,0.424922118,60,53,0.483305419
1306,32996at8782-aln.nexus,883,1911,0.462061748,20,17,0.426565439
1307,33006at8782-aln.nexus,400,1263,0.316706255,66,54,0.477653546
1308,33016at8782-aln.nexus,451,1113,0.405211141,56,45,0.461126677
1309,33049at8782-aln.nexus,871,2142,0.406629318,76,66,0.485387659
1310,33065at8782-aln.nexus,435,1086,0.400552486,28,24,0.558988637
1311,33091at8782-aln.nexus,751,1944,0.386316872,60,59,0.528654471
1312,33099at8782-aln.nexus,436,1791,0.243439419,76,61,0.479545355
1313,33131at8782-aln.nexus,317,1791,0.176996092,42,39,0.591373816
1314,33152at8782-aln.nexus,523,1461,0.35797399,52,46,0.439252933
1315,33153at8782-aln.nexus,821,1710,0.480116959,40,37,0.406808459
1316,33189at8782-aln.nexus,362,1047,0.345749761,46,40,0.445381447
1317,33208at8782-aln.nexus,405,1512,0.267857143,64,45,0.459692364
1318,33265at8782-aln.nexus,194,1284,0.151090343,42,37,0.567427476
1319,33297at8782-aln.nexus,478,927,0.515641855,36,33,0.429603698
1320,33298at8782-aln.nexus,1405,4212,0.33357075,58,52,0.477458278
1321,3329at8782-aln.nexus,1682,4908,0.342705786,24,21,0.522118781
1322,33311at8782-aln.nexus,597,1419,0.420718816,80,57,0.456109917
1323,33325at8782-aln.nexus,757,1374,0.550946143,68,61,0.491386644
1324,33337at8782-aln.nexus,1042,2346,0.444160273,80,70,0.47622094
1325,33344at8782-aln.nexus,746,4902,0.152182783,60,48,0.540560079
1326,33346at8782-aln.nexus,584,2274,0.256816183,70,58,0.482103998
1327,33359at8782-aln.nexus,532,1566,0.339719029,38,34,0.525321782
1328,33367at8782-aln.nexus,554,1335,0.414981273,46,38,0.488344344
1329,33414at8782-aln.nexus,732,1356,0.539823009,84,69,0.481397769
1330,33462at8782-aln.nexus,528,1491,0.354124748,74,56,0.426004455
1331,33470at8782-aln.nexus,609,1671,0.364452424,68,64,0.618390457
1332,3357at8782-aln.nexus,1186,4506,0.263204616,50,39,0.423891447
1333,33585at8782-aln.nexus,255,879,0.290102389,46,39,0.673628429
1334,3359at8782-aln.nexus,1572,5328,0.295045045,62,59,0.545709261
1335,33613at8782-aln.nexus,802,1596,0.502506266,40,37,0.581268092
1336,33621at8782-aln.nexus,274,909,0.301430143,62,55,0.564941465
1337,3364at8782-aln.nexus,3473,7782,0.446286302,22,23,0.508152581
1338,3365at8782-aln.nexus,2815,6645,0.423626787,48,37,0.477567262
1339,33669at8782-aln.nexus,937,1662,0.56377858,86,72,0.526558051
1340,33705at8782-aln.nexus,2449,5232,0.46808104,124,115,0.501146723
1341,33730at8782-aln.nexus,451,1074,0.419925512,26,27,0.530504349
1342,33738at8782-aln.nexus,313,1185,0.264135021,62,43,0.50077133
1343,33812at8782-aln.nexus,524,1902,0.275499474,88,66,0.479282993
1344,3381at8782-aln.nexus,2249,4632,0.485535406,62,51,0.451921258
1345,33843at8782-aln.nexus,326,1980,0.164646465,54,42,0.578956046
1346,33871at8782-aln.nexus,501,1389,0.360691145,62,49,0.450101957
1347,33882at8782-aln.nexus,748,2997,0.249582916,58,53,0.476795142
1348,33915at8782-aln.nexus,446,1197,0.372598162,60,50,0.560116452
1349,33919at8782-aln.nexus,909,1977,0.459787557,52,41,0.419584963
1350,33956at8782-aln.nexus,317,1128,0.281028369,36,29,0.55357599
1351,33959at8782-aln.nexus,344,789,0.43599493,60,49,0.666578744
1352,33982at8782-aln.nexus,340,1050,0.323809524,58,51,0.63854446
1353,34004at8782-aln.nexus,440,1254,0.350877193,64,50,0.648728686
1354,34037at8782-aln.nexus,499,1683,0.296494355,62,54,0.474138301
1355,34049at8782-aln.nexus,415,1026,0.404483431,28,28,0.511507857
1356,34054at8782-aln.nexus,893,2253,0.396360408,72,65,0.514658251
1357,34147at8782-aln.nexus,178,1026,0.173489279,88,58,0.631867878
1358,34154at8782-aln.nexus,1803,3336,0.540467626,94,84,0.566358039
1359,34161at8782-aln.nexus,307,885,0.346892655,38,34,0.376856258
1360,3417at8782-aln.nexus,1731,4491,0.385437542,52,47,0.665549119
1361,34186at8782-aln.nexus,474,1221,0.388206388,52,45,0.576676978
1362,34191at8782-aln.nexus,1172,2307,0.508019072,48,42,0.506623621
1363,34197at8782-aln.nexus,509,1581,0.321948134,38,31,0.598822459
1364,34217at8782-aln.nexus,272,861,0.315911731,46,38,0.451166351
1365,34224at8782-aln.nexus,512,1047,0.489016237,30,31,0.596088448
1366,34230at8782-aln.nexus,406,1230,0.330081301,42,31,0.454749642
1367,34274at8782-aln.nexus,340,990,0.343434343,30,33,0.496891228
1368,34299at8782-aln.nexus,529,1242,0.425925926,42,37,0.448372677
1369,34323at8782-aln.nexus,490,1419,0.345313601,50,43,0.456013518
1370,34336at8782-aln.nexus,828,1902,0.43533123,74,70,0.610855087
1371,3435at8782-aln.nexus,881,4080,0.215931373,20,18,0.545857662
1372,34362at8782-aln.nexus,278,960,0.289583333,60,44,0.532659327
1373,34376at8782-aln.nexus,755,1731,0.436164067,68,61,0.595676435
1374,34378at8782-aln.nexus,428,1161,0.368647717,58,51,0.517633894
1375,34388at8782-aln.nexus,543,1857,0.292407108,42,41,0.44682499
1376,34396at8782-aln.nexus,497,1608,0.309079602,30,27,0.526060214
1377,3439at8782-aln.nexus,1925,5124,0.37568306,46,45,0.495276598
1378,34405at8782-aln.nexus,507,1011,0.50148368,36,33,0.420727469
1379,3441at8782-aln.nexus,2315,4965,0.466263847,60,59,0.459670914
1380,34449at8782-aln.nexus,511,1653,0.309134906,90,77,0.451318519
1381,34452at8782-aln.nexus,926,2475,0.374141414,68,60,0.586757359
1382,34458at8782-aln.nexus,564,1407,0.400852878,52,41,0.560785093
1383,34460at8782-aln.nexus,366,981,0.373088685,50,42,0.427020231
1384,34461at8782-aln.nexus,494,1335,0.370037453,90,80,0.637645386
1385,34483at8782-aln.nexus,543,5196,0.104503464,78,56,0.613494931
1386,34514at8782-aln.nexus,568,1026,0.553606238,78,64,0.51293165
1387,34532at8782-aln.nexus,552,1629,0.338858195,84,70,0.475135459
1388,34538at8782-aln.nexus,490,1239,0.395480226,104,83,0.5264139
1389,34544at8782-aln.nexus,416,1077,0.386258124,66,57,0.45441602
1390,34545at8782-aln.nexus,406,1284,0.316199377,30,33,0.599321407
1391,34546at8782-aln.nexus,329,1173,0.280477408,58,44,0.54357246
1392,34590at8782-aln.nexus,537,1278,0.420187793,70,49,0.552604831
1393,3460at8782-aln.nexus,1094,4008,0.272954092,30,31,0.503428754
1394,34622at8782-aln.nexus,668,1455,0.459106529,74,58,0.600554508
1395,3463at8782-aln.nexus,1745,4536,0.384700176,22,21,0.514227735
1396,34647at8782-aln.nexus,354,915,0.386885246,36,32,0.495533462
1397,34660at8782-aln.nexus,537,1485,0.361616162,60,48,0.53049421
1398,34666at8782-aln.nexus,678,1467,0.462167689,64,50,0.449077948
1399,34667at8782-aln.nexus,385,1221,0.315315315,54,44,0.646817105
1400,34697at8782-aln.nexus,583,1542,0.378080415,96,79,0.5060665
1401,34711at8782-aln.nexus,488,1287,0.379176379,58,43,0.566990105
1402,34715at8782-aln.nexus,884,3012,0.293492696,52,53,0.470843219
1403,34734at8782-aln.nexus,617,1368,0.451023392,60,51,0.554406979
1404,34758at8782-aln.nexus,342,1512,0.226190476,68,62,0.469649345
1405,3480at8782-aln.nexus,1926,4776,0.403266332,32,29,0.591302332
1406,34843at8782-aln.nexus,307,909,0.337733773,48,40,0.552317086
1407,34856at8782-aln.nexus,875,1515,0.577557756,56,48,0.466587889
1408,34868at8782-aln.nexus,749,1560,0.480128205,92,83,0.420189225
1409,34884at8782-aln.nexus,537,1881,0.285486443,66,55,0.498034928
1410,34885at8782-aln.nexus,499,909,0.548954895,52,42,0.629905598
1411,34895at8782-aln.nexus,524,1212,0.432343234,72,63,0.434081499
1412,34899at8782-aln.nexus,710,1332,0.533033033,58,51,0.573000118
1413,34901at8782-aln.nexus,960,1782,0.538720539,72,50,0.485852184
1414,34903at8782-aln.nexus,504,1170,0.430769231,52,47,0.493809086
1415,3493at8782-aln.nexus,1519,4290,0.354079254,36,28,0.49251128
1416,34943at8782-aln.nexus,369,1068,0.345505618,46,41,0.592462039
1417,34956at8782-aln.nexus,983,2289,0.429445173,58,48,0.478235248
1418,34958at8782-aln.nexus,1090,3249,0.335487842,46,37,0.632114502
1419,34970at8782-aln.nexus,818,1659,0.493068113,46,41,0.484937791
1420,35019at8782-aln.nexus,975,2505,0.389221557,54,47,0.532796528
1421,35031at8782-aln.nexus,565,1140,0.495614035,34,30,0.465470735
1422,35038at8782-aln.nexus,314,990,0.317171717,52,46,0.434227685
1423,35058at8782-aln.nexus,488,1884,0.259023355,72,61,0.587717105
1424,35074at8782-aln.nexus,328,1140,0.287719298,52,40,0.612096244
1425,35089at8782-aln.nexus,587,1701,0.345091123,42,39,0.482697281
1426,35097at8782-aln.nexus,266,1209,0.220016543,54,49,0.509459352
1427,35111at8782-aln.nexus,666,1725,0.386086957,72,67,0.534896651
1428,35131at8782-aln.nexus,468,1254,0.373205742,54,44,0.504098361
1429,35132at8782-aln.nexus,502,1701,0.295120517,52,41,0.450688839
1430,35161at8782-aln.nexus,440,1398,0.314735336,52,42,0.481484196
1431,35165at8782-aln.nexus,688,1623,0.423906346,78,70,0.499753275
1432,35167at8782-aln.nexus,332,918,0.361655773,40,37,0.43537513
1433,35184at8782-aln.nexus,531,1281,0.414519906,68,50,0.452125031
1434,35197at8782-aln.nexus,671,1590,0.422012579,66,59,0.618017871
1435,35216at8782-aln.nexus,1209,2892,0.418049793,40,37,0.541140652
1436,35244at8782-aln.nexus,1020,1698,0.600706714,44,36,0.388548372
1437,35289at8782-aln.nexus,469,1335,0.351310861,74,60,0.422331712
1438,3531at8782-aln.nexus,1507,4530,0.332671082,26,23,0.614516972
1439,35333at8782-aln.nexus,347,1005,0.345273632,54,47,0.635910413
1440,35340at8782-aln.nexus,466,1272,0.366352201,60,47,0.441867552
1441,35344at8782-aln.nexus,413,1062,0.388888889,62,43,0.450357249
1442,35387at8782-aln.nexus,1545,2703,0.571587125,68,55,0.501583319
1443,35396at8782-aln.nexus,919,1986,0.462739174,32,33,0.428662747
1444,35398at8782-aln.nexus,435,1143,0.380577428,46,35,0.527466694
1445,35438at8782-aln.nexus,665,1221,0.544635545,52,41,0.4407482
1446,35450at8782-aln.nexus,551,1794,0.307134894,80,66,0.595607634
1447,35464at8782-aln.nexus,497,978,0.508179959,36,33,0.542044433
1448,35469at8782-aln.nexus,762,1470,0.518367347,78,58,0.40908827
1449,35480at8782-aln.nexus,441,1143,0.385826772,34,30,0.445644042
1450,35497at8782-aln.nexus,1018,3516,0.289533561,62,58,0.48685731
1451,35511at8782-aln.nexus,410,1014,0.40433925,40,36,0.443076756
1452,35532at8782-aln.nexus,376,1311,0.286803966,56,43,0.533011685
1453,35542at8782-aln.nexus,390,2097,0.185979971,50,41,0.567820672
1454,35549at8782-aln.nexus,1059,2349,0.45083014,88,75,0.434243964
1455,35564at8782-aln.nexus,757,1353,0.559497413,72,66,0.510764298
1456,35582at8782-aln.nexus,555,1338,0.414798206,46,39,0.529420307
1457,35599at8782-aln.nexus,216,1008,0.214285714,134,104,0.515632312
1458,35603at8782-aln.nexus,400,786,0.508905852,96,72,0.596554685
1459,35609at8782-aln.nexus,598,1200,0.498333333,70,69,0.572946784
1460,35624at8782-aln.nexus,687,1806,0.380398671,58,51,0.521265279
1461,3565at8782-aln.nexus,978,4023,0.243102163,34,31,0.539219596
1462,35661at8782-aln.nexus,476,2550,0.186666667,50,42,0.61194392
1463,35680at8782-aln.nexus,664,1416,0.468926554,38,33,0.517867951
1464,35728at8782-aln.nexus,1017,3876,0.262383901,78,66,0.48809446
1465,35731at8782-aln.nexus,847,3345,0.253213752,90,72,0.506174291
1466,35734at8782-aln.nexus,436,1578,0.276299113,76,58,0.515680962
1467,35776at8782-aln.nexus,492,1164,0.422680412,54,45,0.605859798
1468,3579at8782-aln.nexus,1812,8028,0.225710015,22,18,0.451530795
1469,3581at8782-aln.nexus,1532,3567,0.429492571,36,31,0.415899281
1470,35829at8782-aln.nexus,331,1041,0.317963497,110,86,0.513483015
1471,35835at8782-aln.nexus,269,1158,0.232297064,62,50,0.553011497
1472,35837at8782-aln.nexus,808,1782,0.45342312,90,70,0.464649265
1473,35846at8782-aln.nexus,513,1464,0.350409836,106,94,0.39578357
1474,35865at8782-aln.nexus,485,1848,0.262445887,54,48,0.556466072
1475,35879at8782-aln.nexus,260,897,0.289855072,46,38,0.459111599
1476,35895at8782-aln.nexus,1890,5394,0.350389321,86,62,0.458051868
1477,35896at8782-aln.nexus,253,993,0.254783484,102,91,0.454597838
1478,35921at8782-aln.nexus,480,1257,0.381861575,86,65,0.502109774
1479,3593at8782-aln.nexus,1566,4140,0.37826087,52,53,0.457986444
1480,35969at8782-aln.nexus,965,1722,0.56039489,56,46,0.538715953
1481,36028at8782-aln.nexus,891,1665,0.535135135,82,77,0.613589081
1482,36031at8782-aln.nexus,563,1311,0.429443173,64,52,0.517453312
1483,3603at8782-aln.nexus,1401,3651,0.383730485,24,19,0.424409665
1484,36042at8782-aln.nexus,580,1881,0.308346624,78,60,0.487262319
1485,36072at8782-aln.nexus,451,999,0.451451451,34,30,0.469190983
1486,36089at8782-aln.nexus,1259,1935,0.650645995,62,57,0.428496006
1487,36122at8782-aln.nexus,442,1191,0.371116709,42,38,0.498185291
1488,36154at8782-aln.nexus,405,1251,0.323741007,46,42,0.508866478
1489,36156at8782-aln.nexus,395,1128,0.350177305,52,39,0.546246429
1490,36173at8782-aln.nexus,296,942,0.314225053,44,34,0.620738822
1491,3619at8782-aln.nexus,2310,4941,0.467516697,48,45,0.641186844
1492,3620at8782-aln.nexus,1964,5070,0.387376726,42,38,0.416549743
1493,36229at8782-aln.nexus,506,1431,0.353598882,52,46,0.520207885
1494,36285at8782-aln.nexus,139,780,0.178205128,66,50,0.499929751
1495,36293at8782-aln.nexus,505,1797,0.281023929,52,44,0.601905566
1496,36298at8782-aln.nexus,952,2409,0.395184724,62,56,0.57127425
1497,36300at8782-aln.nexus,1005,1734,0.579584775,60,55,0.597309057
1498,36310at8782-aln.nexus,996,2631,0.378563284,38,35,0.62441735
1499,36317at8782-aln.nexus,560,1440,0.388888889,60,51,0.550845882
1500,36325at8782-aln.nexus,357,1200,0.2975,44,37,0.480574352
1501,3633at8782-aln.nexus,1412,5355,0.263678805,62,57,0.518933705
1502,36344at8782-aln.nexus,237,897,0.264214047,56,49,0.636208528
1503,36374at8782-aln.nexus,659,1221,0.53972154,82,65,0.644748061
1504,36384at8782-aln.nexus,586,1467,0.399454669,90,75,0.555987226
1505,3639at8782-aln.nexus,1635,4134,0.395500726,16,18,0.464130769
1506,36404at8782-aln.nexus,880,3102,0.283687943,52,44,0.537739741
1507,36451at8782-aln.nexus,450,966,0.465838509,108,88,0.429297187
1508,36484at8782-aln.nexus,766,1704,0.449530516,60,48,0.561970285
1509,36517at8782-aln.nexus,360,1356,0.265486726,52,44,0.491849514
1510,36524at8782-aln.nexus,592,1548,0.382428941,86,76,0.475892257
1511,36531at8782-aln.nexus,487,1107,0.439927733,116,100,0.406848471
1512,36602at8782-aln.nexus,324,885,0.366101695,102,66,0.539434494
1513,3661at8782-aln.nexus,2561,7404,0.345894111,26,24,0.509499856
1514,36638at8782-aln.nexus,791,1326,0.59653092,38,33,0.508875816
1515,36648at8782-aln.nexus,602,2004,0.300399202,60,53,0.614832635
1516,36665at8782-aln.nexus,153,837,0.182795699,54,43,0.627179697
1517,36691at8782-aln.nexus,626,2166,0.289012004,74,59,0.593017449
1518,36705at8782-aln.nexus,484,1575,0.307301587,80,61,0.602036831
1519,36746at8782-aln.nexus,1045,2319,0.45062527,56,51,0.561494391
1520,36749at8782-aln.nexus,1412,2358,0.598812553,82,69,0.401247017
1521,36775at8782-aln.nexus,552,1440,0.383333333,72,58,0.571055521
