"","aln","pars.site","tot.sites","pars.site.prop","rf.distance.coll","gc.cont"
"2087","uce-6721.nexus","475","1221","0.389025389025389","52","0.000206098694675215"
"2088","uce-6730.nexus","464","2028","0.22879684418146","42","5.87839633844165e-05"
"2089","uce-6732.nexus","1032","1921","0.537220197813639","38","9.12325775557938e-05"
"2090","uce-6736.nexus","1006","1938","0.519091847265222","24","2.73614122629853e-05"
"2091","uce-6740.nexus","998","1882","0.53028692879915","30","5.75000373465941e-05"
"2092","uce-6743.nexus","773","1772","0.436230248306998","40","5.88551274876047e-05"
"2093","uce-6746.nexus","662","1939","0.341413099535843","36","3.86587120993786e-05"
"2094","uce-675.nexus","703","1906","0.368835257082896","38","1.11027032894783e-05"
"2095","uce-6750.nexus","813","1940","0.419072164948454","26","2.8957944640806e-05"
"2096","uce-6753.nexus","787","1824","0.431469298245614","34","8.24310088797396e-05"
"2097","uce-6754.nexus","656","1614","0.406443618339529","38","7.08910112933099e-05"
"2098","uce-6756.nexus","525","1607","0.326695706285003","42","7.3627940444133e-05"
"2099","uce-6763.nexus","749","1350","0.554814814814815","42","4.58994152562913e-05"
"2100","uce-6764.nexus","551","1955","0.281841432225064","48","2.44649287253479e-05"
"2101","uce-6769.nexus","945","1761","0.536626916524702","26","3.38075614573244e-05"
"2102","uce-6770.nexus","771","2026","0.380552813425469","30","1.17683246519635e-05"
"2103","uce-6771.nexus","868","1806","0.48062015503876","34","4.86340070236394e-05"
"2104","uce-6782.nexus","648","2054","0.315481986368062","42","2.92874944146895e-05"
"2105","uce-6791.nexus","531","1357","0.391304347826087","48","0.000142437964476568"
"2106","uce-6796.nexus","988","1993","0.495735072754641","38","3.11646766896403e-05"
"2107","uce-680.nexus","809","1813","0.446221731936018","38","2.01564107278092e-05"
"2108","uce-6800.nexus","563","1266","0.444707740916272","30","5.27966713297991e-05"
"2109","uce-6801.nexus","603","1775","0.339718309859155","32","4.26549387419173e-05"
"2110","uce-6804.nexus","735","1404","0.523504273504274","24","8.44522452846344e-05"
"2111","uce-6805.nexus","894","1890","0.473015873015873","28","5.6517497250113e-05"
"2112","uce-6806.nexus","762","1896","0.401898734177215","42","2.52520778518957e-05"
"2113","uce-681.nexus","697","1499","0.464976651100734","38","8.91674086672965e-05"
"2114","uce-6811.nexus","700","1953","0.3584229390681","38","2.10507971685626e-05"
"2115","uce-6813.nexus","598","1923","0.310972438897556","28","0.000268941426651694"
"2116","uce-6815.nexus","902","1850","0.487567567567568","42","4.41768213885741e-05"
"2117","uce-6818.nexus","837","1943","0.430777148739063","24","6.52028347535144e-05"
"2118","uce-6821.nexus","475","1334","0.356071964017991","30","0.000137848303674329"
"2119","uce-6823.nexus","602","1904","0.316176470588235","30","2.08953399825684e-05"
"2120","uce-6824.nexus","781","1616","0.483292079207921","32","9.70253778892542e-05"
"2121","uce-6826.nexus","975","1898","0.513698630136986","34","4.31102809039579e-05"
"2122","uce-6827.nexus","696","1993","0.349222277972905","40","1.90920141804902e-05"
"2123","uce-6830.nexus","427","1172","0.364334470989761","32","0.000105701460960022"
"2124","uce-6831.nexus","756","2043","0.370044052863436","34","3.62912420885821e-05"
"2125","uce-6839.nexus","927","1894","0.489440337909187","32","5.50322055923034e-05"
"2126","uce-6843.nexus","734","1719","0.426992437463642","34","1.88746573851424e-05"
"2127","uce-685.nexus","807","1815","0.444628099173554","30","0.000302748937040481"
"2128","uce-6855.nexus","787","1632","0.482230392156863","28","0.00014356410287241"
"2129","uce-6856.nexus","458","1225","0.373877551020408","44","5.22194096939109e-05"
"2130","uce-6859.nexus","641","1687","0.379964433906343","46","0.000294711712168717"
"2131","uce-6860.nexus","622","1660","0.374698795180723","34","0.00014419199734454"
"2132","uce-6863.nexus","548","1479","0.37052062204192","52","0.000697000097587056"
"2133","uce-6866.nexus","905","1983","0.456379223398891","32","8.77684696780401e-05"
"2134","uce-6872.nexus","619","1958","0.316138917262513","34","0.000153348970537103"
"2135","uce-6875.nexus","672","1921","0.349817803227486","32","3.0384200288926e-05"
"2136","uce-6879.nexus","427","1803","0.236827509706045","30","4.73602439788237e-05"
"2137","uce-6880.nexus","752","1965","0.382697201017812","54","1.77269103695528e-05"
"2138","uce-6882.nexus","953","1783","0.534492428491307","26","0.000537708941038453"
"2139","uce-6885.nexus","746","1987","0.37544036235531","26","3.12483385676842e-05"
"2140","uce-6888.nexus","657","1719","0.382198952879581","38","6.23452210334603e-05"
"2141","uce-6890.nexus","762","1708","0.446135831381733","44","5.24623266959894e-05"
"2142","uce-6892.nexus","784","1883","0.41635687732342","34","7.75815173425514e-05"
"2143","uce-6894.nexus","529","1693","0.312463083284111","36","0.000199032446568104"
"2144","uce-6898.nexus","602","1957","0.30761369443025","38","1.98692634713071e-05"
"2145","uce-690.nexus","484","1989","0.24333836098542","36","2.49038243166531e-05"
"2146","uce-6902.nexus","994","1982","0.501513622603431","38","5.81070112586172e-05"
"2147","uce-6904.nexus","654","1774","0.368658399098083","42","3.31702968304841e-05"
"2148","uce-6905.nexus","657","1937","0.339184305627259","44","2.57360491698754e-05"
"2149","uce-6909.nexus","572","1403","0.407697790449038","36","3.46154294691764e-05"
"2150","uce-6912.nexus","603","1801","0.334813992226541","50","3.34421876618417e-05"
"2151","uce-6913.nexus","797","1639","0.4862721171446","32","4.86290900350522e-05"
"2152","uce-692.nexus","573","1730","0.33121387283237","44","1.71425535539085e-05"
"2153","uce-6920.nexus","482","1265","0.38102766798419","30","0.000112361581516588"
"2154","uce-6926.nexus","944","1830","0.515846994535519","28","7.06062355869677e-05"
"2155","uce-693.nexus","509","1507","0.337757133377571","38","1.43418875223439e-05"
"2156","uce-6931.nexus","453","1467","0.30879345603272","50","3.36523037459601e-05"
"2157","uce-6932.nexus","864","2017","0.428358948934061","36","0.000141520759476414"
"2158","uce-6934.nexus","736","1553","0.473921442369607","26","3.81570630129607e-05"
"2159","uce-6939.nexus","820","1587","0.516698172652804","50","4.28914869838605e-05"
"2160","uce-6940.nexus","723","1984","0.364415322580645","30","1.35839836734805e-05"
"2161","uce-6942.nexus","596","1883","0.31651619755709","20","3.3192594728507e-05"
"2162","uce-6943.nexus","718","1940","0.370103092783505","32","1.54383594273111e-05"
"2163","uce-6944.nexus","722","1802","0.400665926748058","30","0.000770356429055836"
"2164","uce-6945.nexus","792","1898","0.417281348788198","32","4.99466019329857e-05"
"2165","uce-6946.nexus","969","1973","0.49113025848961","34","8.49256842791298e-05"
"2166","uce-6947.nexus","676","1484","0.455525606469003","36","9.63079129152126e-05"
"2167","uce-6950.nexus","749","1963","0.381558838512481","42","6.60239931999669e-05"
"2168","uce-6953.nexus","734","1984","0.369959677419355","38","3.18479046305159e-05"
"2169","uce-6955.nexus","708","2031","0.348596750369276","44","4.47657309416694e-05"
"2170","uce-6956.nexus","790","1991","0.396785534907082","36","2.32225544454856e-05"
"2171","uce-696.nexus","635","2165","0.293302540415704","34","1.41475024542158e-05"
"2172","uce-6966.nexus","621","2042","0.30411361410382","34","1.43571439364467e-05"
"2173","uce-6969.nexus","602","1263","0.476642913697546","40","3.64558131275202e-05"
"2174","uce-6984.nexus","460","1003","0.458624127617149","56","0.00027989125293244"
"2175","uce-6988.nexus","794","1505","0.527574750830565","34","2.72056122030743e-05"
"2176","uce-699.nexus","607","1585","0.382965299684543","36","2.24651642407371e-05"
"2177","uce-6992.nexus","741","2059","0.359883438562409","36","3.18534342340243e-05"
"2178","uce-70.nexus","794","2062","0.385063045586809","32","5.24172705993967e-05"
"2179","uce-700.nexus","583","1514","0.385072655217966","56","7.4885947044933e-05"
"2180","uce-7003.nexus","822","1796","0.457683741648107","28","0.000140119881809001"
"2181","uce-7004.nexus","846","1905","0.444094488188976","28","1.94528687212767e-05"
"2182","uce-7006.nexus","558","2021","0.276100940128649","46","0.000282411023334106"
"2183","uce-7008.nexus","666","1893","0.351822503961965","28","4.14687865824958e-05"
"2184","uce-7009.nexus","702","1748","0.401601830663616","44","7.34504031313406e-05"
"2185","uce-7010.nexus","840","1920","0.4375","32","3.17122152885111e-05"
"2186","uce-7011.nexus","712","1824","0.390350877192982","42","2.69677987549547e-05"
"2187","uce-7012.nexus","729","2034","0.358407079646018","26","5.20358006336173e-05"
"2188","uce-7019.nexus","804","1882","0.427205100956429","32","2.32557683856289e-05"
"2189","uce-7023.nexus","584","1510","0.386754966887417","40","2.21551540005078e-05"
"2190","uce-7024.nexus","475","2084","0.227927063339731","48","1.14842982258244e-05"
"2191","uce-7027.nexus","770","1777","0.433314575126618","40","2.04546961332845e-05"
"2192","uce-7028.nexus","597","1964","0.303971486761711","40","7.57431540210688e-05"
"2193","uce-7032.nexus","678","2003","0.338492261607589","40","2.03284986876992e-05"
"2194","uce-7033.nexus","816","1866","0.437299035369775","42","4.07247457886406e-05"
"2195","uce-7036.nexus","803","1734","0.463091118800461","40","2.79410902581605e-05"
"2196","uce-7044.nexus","688","1928","0.356846473029046","36","4.17174158346691e-05"
"2197","uce-7051.nexus","804","1996","0.402805611222445","42","2.47456247965079e-05"
"2198","uce-7054.nexus","519","1891","0.274457958751983","40","4.00376118422965e-05"
"2199","uce-7056.nexus","863","1534","0.5625814863103","44","6.15628399097491e-05"
"2200","uce-7058.nexus","857","1843","0.465002712967987","54","2.97025212965559e-05"
"2201","uce-7062.nexus","745","1581","0.471220746363061","44","5.16702680643474e-05"
"2202","uce-7064.nexus","906","1706","0.531066822977726","34","4.13069795183871e-05"
"2203","uce-7067.nexus","980","1780","0.550561797752809","26","6.15328019273111e-05"
"2204","uce-7069.nexus","747","1939","0.385250128932439","34","0.000145231010843059"
"2205","uce-7072.nexus","947","1924","0.492203742203742","38","7.2887838773306e-05"
"2206","uce-7074.nexus","970","1850","0.524324324324324","36","1.45229561746054e-05"
"2207","uce-7077.nexus","721","1687","0.427385892116183","52","2.20831381876772e-05"
"2208","uce-708.nexus","719","1847","0.389279913373037","40","0.000230912701493512"
"2209","uce-7081.nexus","736","1967","0.374173868835791","42","0.000152365621271865"
"2210","uce-7083.nexus","1022","1829","0.5587752870421","54","0.00016478627506026"
"2211","uce-7084.nexus","825","1619","0.509573810994441","44","0.000170402902272657"
"2212","uce-7095.nexus","754","1942","0.388259526261586","30","4.03292532656023e-05"
"2213","uce-710.nexus","615","1705","0.360703812316716","34","0.000298918143489064"
"2214","uce-7105.nexus","717","2013","0.35618479880775","40","3.02411266085206e-05"
"2215","uce-7107.nexus","718","1765","0.406798866855524","18","0.000170630617412154"
"2216","uce-7108.nexus","608","2017","0.301437778879524","42","4.17634335353512e-05"
"2217","uce-7109.nexus","802","1907","0.420555846879916","36","0.000111936957122549"
"2218","uce-711.nexus","688","2010","0.34228855721393","44","7.79670562913393e-05"
"2219","uce-7117.nexus","280","1183","0.236686390532544","64","2.46382494463876e-05"
"2220","uce-712.nexus","664","1798","0.369299221357063","38","7.74389033186789e-05"
"2221","uce-7122.nexus","488","1541","0.316677482154445","32","0.000179118443861385"
"2222","uce-7125.nexus","505","1632","0.309436274509804","36","0.000233372744726217"
"2223","uce-7129.nexus","547","1307","0.418515684774292","38","5.48002551068624e-05"
"2224","uce-7131.nexus","865","1508","0.573607427055703","24","5.83950406358062e-05"
"2225","uce-7133.nexus","800","1653","0.483968542044767","38","2.09331617096083e-05"
"2226","uce-7144.nexus","747","1609","0.464263517712865","30","3.22643058292e-05"
"2227","uce-7147.nexus","793","1678","0.472586412395709","30","5.20280608962074e-05"
"2228","uce-7157.nexus","476","2054","0.2317429406037","22","1.32403899947084e-05"
"2229","uce-7159.nexus","735","1700","0.432352941176471","46","1.32769997403304e-05"
"2230","uce-7160.nexus","485","1885","0.257294429708223","52","1.27611948424507e-05"
"2231","uce-7167.nexus","694","1862","0.372717508055854","30","3.67339821592153e-05"
"2232","uce-7168.nexus","722","1943","0.371590324240865","26","8.4346638842321e-05"
"2233","uce-717.nexus","784","1789","0.438233650083846","30","5.41564593626823e-05"
"2234","uce-7170.nexus","671","1444","0.464681440443213","40","0.000366697399587154"
"2235","uce-7183.nexus","767","1964","0.390529531568228","32","7.42377672336482e-05"
"2236","uce-7184.nexus","930","1660","0.560240963855422","38","7.44049064907078e-05"
"2237","uce-7188.nexus","588","1548","0.37984496124031","50","0.000186405247104212"
"2238","uce-7190.nexus","805","1725","0.466666666666667","32","0.00015671423509995"
"2239","uce-7191.nexus","1045","1941","0.538382277176713","34","0.000187616260416827"
"2240","uce-7192.nexus","735","1998","0.367867867867868","36","5.10887147481883e-05"
"2241","uce-7195.nexus","674","1886","0.357370095440085","22","5.03939732952874e-05"
"2242","uce-72.nexus","616","1594","0.386449184441656","40","1.80631998741356e-05"
"2243","uce-720.nexus","527","1465","0.359726962457338","34","0.000114842607913032"
"2244","uce-7209.nexus","366","2119","0.172722982538933","52","1.36955640675392e-05"
"2245","uce-7211.nexus","743","1619","0.458925262507721","54","0.000108398181238742"
"2246","uce-7212.nexus","522","1490","0.350335570469799","40","0.000108749833712379"
"2247","uce-7213.nexus","630","1637","0.384850335980452","28","0.000111914148571959"
"2248","uce-7218.nexus","705","1964","0.358961303462322","32","6.77485191554413e-05"
"2249","uce-7219.nexus","363","1104","0.328804347826087","52","0.000104805861336033"
"2250","uce-7221.nexus","678","1898","0.357218124341412","38","1.96285356599208e-05"
"2251","uce-7223.nexus","647","2000","0.3235","40","2.11629680459685e-05"
"2252","uce-7224.nexus","521","1953","0.266769073220686","44","8.27254818909384e-06"
"2253","uce-7227.nexus","778","1992","0.390562248995984","36","0.000321453764948243"
"2254","uce-7229.nexus","522","1923","0.271450858034321","28","2.94659519727324e-05"
"2255","uce-7231.nexus","854","1989","0.429361488185018","26","0.000116089226309039"
"2256","uce-7234.nexus","670","1489","0.449966420416387","44","0.000107164905266873"
"2257","uce-7235.nexus","684","2057","0.332523091881381","28","4.84531636532772e-05"
"2258","uce-7237.nexus","616","1818","0.338833883388339","50","0.000103302242137672"
"2259","uce-7245.nexus","869","1947","0.446327683615819","24","1.47078325367402e-05"
"2260","uce-725.nexus","276","2095","0.131742243436754","62","1.30928628596072e-05"
"2261","uce-7252.nexus","764","1957","0.390393459376597","34","5.80022317303661e-05"
"2262","uce-7255.nexus","654","1914","0.341692789968652","50","3.59132853169038e-05"
"2263","uce-7263.nexus","848","1686","0.502965599051008","38","0.00012370304483045"
"2264","uce-7266.nexus","657","1662","0.395306859205776","50","0.000221015202179243"
"2265","uce-7269.nexus","747","1893","0.394611727416799","28","2.99938826508444e-05"
"2266","uce-727.nexus","285","1778","0.16029246344207","64","9.21925443136971e-05"
"2267","uce-7276.nexus","882","1949","0.452539763981529","36","7.41944178781662e-05"
"2268","uce-7281.nexus","415","1654","0.250906892382104","34","1.83594875920946e-05"
"2269","uce-7288.nexus","666","1826","0.36473165388828","38","7.25148414135176e-05"
"2270","uce-7289.nexus","580","2038","0.28459273797841","34","5.37222425940961e-05"
"2271","uce-729.nexus","515","1668","0.308752997601918","38","1.76185083686761e-05"
"2272","uce-7291.nexus","695","1748","0.397597254004577","30","3.37464150925378e-05"
"2273","uce-7292.nexus","684","1501","0.455696202531646","46","0.000276478783479007"
"2274","uce-7294.nexus","464","1961","0.236613972463029","40","2.9872103919229e-05"
"2275","uce-7295.nexus","677","1970","0.343654822335025","26","1.64466797702904e-05"
"2276","uce-7296.nexus","730","1772","0.41196388261851","32","2.621176210479e-05"
"2277","uce-7297.nexus","704","2049","0.343582235236701","44","0.000157749461196996"
"2278","uce-7298.nexus","719","1834","0.392039258451472","38","1.51776475397281e-05"
"2279","uce-730.nexus","294","1506","0.195219123505976","64","3.76489806145596e-05"
"2280","uce-7303.nexus","926","1954","0.473899692937564","28","5.92402394454223e-05"
"2281","uce-7304.nexus","700","1923","0.364014560582423","44","9.00344403545999e-05"
"2282","uce-7308.nexus","878","1763","0.498014747589336","28","9.49845549103885e-05"
"2283","uce-7310.nexus","598","1230","0.486178861788618","34","7.44940444846173e-05"
"2284","uce-7314.nexus","684","1637","0.417837507635919","34","0.000103323121459189"
"2285","uce-7317.nexus","695","2005","0.346633416458853","40","2.29716982331284e-05"
"2286","uce-7318.nexus","623","1814","0.343439911797133","28","2.77300372935805e-05"
"2287","uce-7320.nexus","593","1663","0.356584485868912","48","0.000415858104082885"
"2288","uce-7324.nexus","649","1882","0.344845908607864","32","5.30501748517508e-05"
"2289","uce-7330.nexus","519","1705","0.304398826979472","36","4.80847103319818e-05"
"2290","uce-7331.nexus","845","1857","0.455035002692515","28","2.29048098441894e-05"
"2291","uce-7336.nexus","987","1947","0.50693374422188","20","2.87307472271902e-05"
"2292","uce-734.nexus","872","1937","0.45018069179143","42","0.000145414844869714"
"2293","uce-7340.nexus","867","2008","0.431772908366534","34","3.16919284085055e-05"
"2294","uce-7342.nexus","874","1825","0.478904109589041","28","3.13457033033494e-05"
"2295","uce-7344.nexus","841","1753","0.479749001711352","28","0.000157617462090413"
"2296","uce-7349.nexus","817","1658","0.492762364294331","38","4.11992386915784e-05"
"2297","uce-7350.nexus","524","1661","0.315472606863335","36","0.000286280805116618"
"2298","uce-7353.nexus","833","1867","0.44617032672737","34","3.9113868236183e-05"
"2299","uce-7357.nexus","695","1908","0.364255765199161","34","1.39290269476961e-05"
"2300","uce-7358.nexus","767","1921","0.399271212909943","50","6.35621278535432e-05"
"2301","uce-7361.nexus","796","1843","0.431904503526858","42","3.31072727545741e-05"
"2302","uce-7362.nexus","778","1606","0.484433374844334","44","6.23557608575324e-05"
"2303","uce-7363.nexus","937","1952","0.480020491803279","40","5.06415606911603e-05"
"2304","uce-7369.nexus","903","1923","0.469578783151326","38","8.64773014558925e-05"
"2305","uce-737.nexus","806","1883","0.428040361125863","30","0.000346344948172448"
"2306","uce-7370.nexus","735","1731","0.424610051993068","38","0.000131448419779654"
"2307","uce-7372.nexus","766","1990","0.384924623115578","32","4.2233761117132e-05"
"2308","uce-7376.nexus","738","1864","0.395922746781116","28","0.000148332122326291"
"2309","uce-7379.nexus","496","1021","0.485798237022527","38","0.000134432386451953"
"2310","uce-738.nexus","494","1759","0.280841387151791","34","4.34357645988585e-05"
"2311","uce-7380.nexus","587","1837","0.319542732716385","52","0.000372507930393948"
"2312","uce-7383.nexus","812","2026","0.400789733464956","28","3.05393699271462e-05"
"2313","uce-7384.nexus","549","1958","0.280388151174668","42","9.59179492843993e-06"
"2314","uce-7386.nexus","711","1735","0.409798270893372","38","7.60298569853083e-05"
"2315","uce-7390.nexus","813","1930","0.421243523316062","30","6.83108151343905e-05"
"2316","uce-7393.nexus","446","2073","0.215147129763628","48","1.02417615376247e-05"
"2317","uce-7395.nexus","629","1587","0.396345305608066","24","0.000222090140914713"
"2318","uce-7396.nexus","400","1887","0.211976682564918","52","3.01045065194597e-05"
"2319","uce-7397.nexus","856","2015","0.424813895781638","40","4.24575551180418e-05"
"2320","uce-7398.nexus","800","1836","0.435729847494553","36","4.0162587040314e-05"
"2321","uce-7399.nexus","391","2082","0.187800192122959","60","9.29146147410546e-06"
"2322","uce-7409.nexus","856","1822","0.469813391877058","44","2.20174974922772e-05"
"2323","uce-7413.nexus","448","1656","0.270531400966184","50","6.7264500810066e-06"
"2324","uce-7415.nexus","698","1726","0.404403244495944","32","5.87156028981745e-05"
"2325","uce-7417.nexus","561","1958","0.286516853932584","30","1.33090473583561e-05"
"2326","uce-7419.nexus","719","1900","0.378421052631579","32","3.76059329342416e-05"
"2327","uce-7421.nexus","742","1836","0.404139433551198","38","7.64978934912822e-05"
"2328","uce-7423.nexus","817","1468","0.556539509536785","42","7.93219276209275e-05"
"2329","uce-7425.nexus","936","1871","0.50026723677178","34","2.76834295838215e-05"
"2330","uce-7426.nexus","752","1976","0.380566801619433","54","0.000101284162522445"
"2331","uce-7437.nexus","404","941","0.42933049946865","34","0.000226066279634177"
"2332","uce-7443.nexus","244","679","0.359351988217968","80","0.000520756142239308"
"2333","uce-7444.nexus","686","2000","0.343","34","1.00808016487815e-05"
"2334","uce-7446.nexus","433","2036","0.212671905697446","52","1.31995801742661e-05"
"2335","uce-7453.nexus","642","1868","0.343683083511777","28","0.000257203667086537"
"2336","uce-7455.nexus","888","1943","0.457025218733917","34","4.52362493407864e-05"
"2337","uce-7459.nexus","667","1399","0.476769120800572","34","0.000217169834564333"
"2338","uce-746.nexus","535","1969","0.271711528694769","38","3.04006608639332e-05"
"2339","uce-7463.nexus","654","1676","0.390214797136038","48","0.000256991079030505"
"2340","uce-7465.nexus","725","1847","0.392528424472117","22","4.37969644936663e-05"
"2341","uce-7466.nexus","816","1828","0.446389496717724","44","5.76086974148982e-05"
"2342","uce-7467.nexus","709","1500","0.472666666666667","44","3.83100054263067e-05"
"2343","uce-747.nexus","471","1583","0.297536323436513","50","2.76680386988914e-05"
"2344","uce-7471.nexus","715","2066","0.346079380445305","38","2.62949529846478e-05"
"2345","uce-7472.nexus","577","1508","0.38262599469496","48","0.00011541012572224"
"2346","uce-7473.nexus","746","1929","0.3867288750648","34","2.03723042774498e-05"
"2347","uce-7474.nexus","1057","1914","0.552246603970742","40","3.63591752583598e-05"
"2348","uce-7476.nexus","891","1496","0.595588235294118","28","0.000151097719991044"
"2349","uce-748.nexus","717","1819","0.394172622319956","42","0.000151732586186216"
"2350","uce-7483.nexus","892","1604","0.556109725685786","36","0.000172005525569255"
"2351","uce-7484.nexus","908","1731","0.524552281917967","34","3.52508894478936e-05"
"2352","uce-7485.nexus","936","1903","0.491854965843405","20","0.00010560425715481"
"2353","uce-7487.nexus","813","1905","0.426771653543307","30","2.19187154908669e-05"
"2354","uce-7491.nexus","861","1657","0.51961375980688","36","9.15421543707769e-05"
"2355","uce-7495.nexus","645","1470","0.438775510204082","38","4.49977574118122e-05"
"2356","uce-7499.nexus","547","1588","0.344458438287154","48","9.38171221889305e-05"
"2357","uce-75.nexus","273","1072","0.254664179104478","52","0.000172134584209564"
"2358","uce-750.nexus","690","1968","0.350609756097561","36","6.85397655161192e-05"
"2359","uce-7500.nexus","695","1752","0.396689497716895","38","5.19191589188527e-05"
"2360","uce-7504.nexus","700","2001","0.349825087456272","46","5.25920144409945e-05"
"2361","uce-7505.nexus","881","1853","0.475445223961144","28","5.42340829281971e-05"
"2362","uce-7507.nexus","755","1650","0.457575757575758","36","6.42168372312592e-05"
"2363","uce-7510.nexus","698","1621","0.43059839605182","38","7.23252867914701e-05"
"2364","uce-7511.nexus","480","1179","0.407124681933842","46","2.23996384112412e-05"
"2365","uce-7514.nexus","748","1955","0.382608695652174","34","3.92190841016181e-05"
"2366","uce-7515.nexus","782","1984","0.394153225806452","38","7.35712623949608e-05"
"2367","uce-7516.nexus","790","1896","0.416666666666667","36","2.34316191276553e-05"
"2368","uce-752.nexus","682","2146","0.31780055917987","32","1.6031156323838e-05"
"2369","uce-7521.nexus","831","1694","0.490554899645809","36","3.64179518153633e-05"
"2370","uce-7522.nexus","629","2075","0.303132530120482","54","0.000602055996911635"
"2371","uce-7527.nexus","628","1428","0.439775910364146","34","2.3211301906459e-05"
"2372","uce-7532.nexus","716","1859","0.385153308230231","30","5.74250378043146e-05"
"2373","uce-7534.nexus","514","1269","0.405043341213554","36","8.61721084068488e-05"
"2374","uce-7537.nexus","1117","1864","0.599248927038627","32","7.97466544531527e-05"
"2375","uce-7538.nexus","762","1940","0.392783505154639","44","0.000519343157196812"
"2376","uce-754.nexus","391","1991","0.196383726770467","48","9.16124648028338e-06"
"2377","uce-7542.nexus","825","1910","0.431937172774869","36","1.53362244348494e-05"
"2378","uce-7545.nexus","845","1681","0.502676977989292","32","9.12311897799054e-05"
"2379","uce-7548.nexus","860","1891","0.454785827604442","38","3.97574126079302e-05"
"2380","uce-7550.nexus","726","1367","0.531089978054133","38","4.2193822725732e-05"
"2381","uce-7552.nexus","856","1753","0.488305761551626","38","2.2732976299553e-05"
"2382","uce-7553.nexus","852","1578","0.539923954372624","44","0.000178255564579283"
"2383","uce-7554.nexus","951","1820","0.522527472527473","34","3.36046614086399e-05"
"2384","uce-7557.nexus","806","1545","0.52168284789644","20","5.46827576479771e-05"
"2385","uce-7558.nexus","796","1771","0.449463579898362","18","7.8642096171933e-05"
"2386","uce-7559.nexus","169","742","0.227762803234501","70","0.000490469351407447"
"2387","uce-7569.nexus","591","1914","0.308777429467085","48","3.47592944955557e-05"
"2388","uce-7574.nexus","669","1885","0.354907161803714","40","2.72620687408143e-05"
"2389","uce-7576.nexus","683","1945","0.351156812339332","36","2.04218531332056e-05"
"2390","uce-7578.nexus","900","1969","0.457084814626714","38","0.000747466239828445"
"2391","uce-7581.nexus","618","1845","0.334959349593496","28","2.46877040977384e-05"
"2392","uce-7582.nexus","723","1857","0.389337641357027","34","1.73115618542303e-05"
"2393","uce-7583.nexus","754","1718","0.438882421420256","52","3.15142315641069e-05"
"2394","uce-7584.nexus","840","1892","0.443974630021142","42","3.01377333759067e-05"
"2395","uce-7587.nexus","713","1436","0.496518105849582","36","8.49821101340596e-05"
"2396","uce-759.nexus","616","1978","0.311425682507583","36","2.26064792056083e-05"
"2397","uce-7590.nexus","573","1873","0.305926321409503","38","1.09478857819211e-05"
"2398","uce-7592.nexus","543","2034","0.266961651917404","48","0.000134802215058054"
"2399","uce-7595.nexus","803","1646","0.487849331713244","30","5.38879730006527e-05"
"2400","uce-7596.nexus","581","1777","0.326955543050084","40","2.13153974215792e-05"
"2401","uce-7599.nexus","700","1900","0.368421052631579","30","0.000308603993050237"
"2402","uce-76.nexus","854","1954","0.437052200614125","42","2.08477768187022e-05"
"2403","uce-7608.nexus","805","1678","0.479737783075089","26","4.98475009305505e-05"
"2404","uce-7609.nexus","533","2067","0.257861635220126","34","1.3769333838364e-05"
"2405","uce-761.nexus","581","2051","0.283276450511945","26","1.85001310605315e-05"
"2406","uce-7610.nexus","719","1927","0.373118837571354","52","0.000107954077103989"
"2407","uce-7613.nexus","733","1510","0.485430463576159","50","6.99963175800516e-05"
"2408","uce-7620.nexus","555","1960","0.283163265306122","46","3.46216065414e-05"
"2409","uce-7622.nexus","572","1871","0.305718866916088","52","2.38445752928314e-05"
"2410","uce-7623.nexus","640","1870","0.342245989304813","50","9.05016527881738e-05"
"2411","uce-7632.nexus","455","1050","0.433333333333333","54","0.000164473579030171"
"2412","uce-7637.nexus","731","1490","0.490604026845638","34","0.000230183079589279"
"2413","uce-7640.nexus","537","1081","0.496762257169288","40","0.000306563327104469"
"2414","uce-7642.nexus","780","1911","0.408163265306122","44","0.000131626917461028"
"2415","uce-7643.nexus","854","1851","0.461372231226364","32","2.63663969514117e-05"
"2416","uce-7646.nexus","906","2024","0.447628458498024","26","3.17358626955255e-05"
"2417","uce-7649.nexus","630","1497","0.420841683366733","60","8.25624126229674e-05"
"2418","uce-7650.nexus","776","1722","0.450638792102207","44","4.61529613484013e-05"
"2419","uce-7652.nexus","762","1918","0.397288842544317","26","0.000140986180987058"
"2420","uce-7656.nexus","658","1600","0.41125","32","4.00076319726793e-05"
"2421","uce-7658.nexus","951","1805","0.526869806094183","34","3.67246232247454e-05"
"2422","uce-7661.nexus","1067","1764","0.604875283446712","40","2.98852532861086e-05"
"2423","uce-7662.nexus","534","1525","0.35016393442623","56","0.00075528256949027"
"2424","uce-7665.nexus","540","1257","0.429594272076372","58","0.000163946673066587"
"2425","uce-7666.nexus","679","1795","0.378272980501393","66","1.44912646748113e-05"
"2426","uce-7669.nexus","622","2070","0.30048309178744","48","5.76057487176633e-05"
"2427","uce-767.nexus","360","1229","0.292921074043938","42","0.000137358644668036"
"2428","uce-7673.nexus","674","2056","0.327821011673152","48","5.00438671762056e-05"
"2429","uce-7685.nexus","852","1885","0.451989389920424","30","1.61492027412918e-05"
"2430","uce-7686.nexus","588","1963","0.299541518084564","48","5.28693771756384e-05"
"2431","uce-7688.nexus","476","1985","0.239798488664987","46","8.43452623196141e-06"
